,input,input_type,values_type,size
14426,"[8, 4, 9, 13, 6, 9, 12, 11, 5, 6, 9, 6, 6]",<class 'list'>,<class 'int'>,13
14427,"[13, 10, 13, 2, 2, 4, 3, 5, 10, 11]",<class 'list'>,<class 'int'>,10
14428,"[1, 5, 14, 12, 4, 11, 6, 11, 9, 3, 6]",<class 'list'>,<class 'int'>,11
14429,"[1, 13, 6, 5, 7, 3, 7, 5, 5, 8, 5]",<class 'list'>,<class 'int'>,11
14430,"[13, 5, 0, 13]",<class 'list'>,<class 'int'>,4
14431,"[9, 3, 5, 8, 7, 4, 4, 9, 10, 7, 2, 14]",<class 'list'>,<class 'int'>,12
14432,"[3, 9, 14, 14, 1, 2, 4, 9, 0, 9, 8, 3]",<class 'list'>,<class 'int'>,12
14433,"[9, 2, 12, 0, 7, 12, 5, 7, 14, 8, 7]",<class 'list'>,<class 'int'>,11
14434,"[0, 9, 1, 12, 6, 3]",<class 'list'>,<class 'int'>,6
14435,"[9, 13, 10, 11, 1, 12, 11, 7, 11]",<class 'list'>,<class 'int'>,9
14436,"[5, 6, 9, 12, 9, 4, 3, 2, 12, 2, 1, 9]",<class 'list'>,<class 'int'>,12
14437,"[6, 2, 2, 13, 7, 11, 1]",<class 'list'>,<class 'int'>,7
14438,"[14, 6, 6, 8, 13, 3, 6, 6, 2, 5, 5, 6]",<class 'list'>,<class 'int'>,12
14439,"[1, 8, 0, 8, 12, 3]",<class 'list'>,<class 'int'>,6
14440,"[14, 6, 3, 9, 4]",<class 'list'>,<class 'int'>,5
14441,"[0, 9, 4, 3, 1, 7, 13, 7, 3]",<class 'list'>,<class 'int'>,9
14442,"[7, 7, 8, 12, 4, 5, 11, 2, 14, 13]",<class 'list'>,<class 'int'>,10
14443,"[2, 2, 0, 8, 8, 7]",<class 'list'>,<class 'int'>,6
14444,"[5, 4, 0, 2]",<class 'list'>,<class 'int'>,4
14445,"[0, 10, 0, 1, 3, 3, 6, 13, 13]",<class 'list'>,<class 'int'>,9
14446,"[3, 2, 4, 11, 7, 7, 10, 8, 14, 6, 8]",<class 'list'>,<class 'int'>,11
14447,"[3, 5, 4, 7, 3]",<class 'list'>,<class 'int'>,5
14448,"[10, 5, 5, 4, 4, 8, 14, 7, 9, 0, 11, 5, 12]",<class 'list'>,<class 'int'>,13
14449,"[14, 3, 1, 5, 0, 9, 3, 7, 7, 7, 1]",<class 'list'>,<class 'int'>,11
14450,"[10, 13, 13, 4]",<class 'list'>,<class 'int'>,4
14451,"[11, 4, 10, 13]",<class 'list'>,<class 'int'>,4
14452,"[3, 13, 1, 10, 13, 8]",<class 'list'>,<class 'int'>,6
14453,"[12, 9, 2, 1, 4, 2, 12, 12]",<class 'list'>,<class 'int'>,8
14454,"[11, 12, 2, 11, 4, 1, 12, 7]",<class 'list'>,<class 'int'>,8
14455,"[11, 13, 3, 12]",<class 'list'>,<class 'int'>,4
14456,"[8, 14, 7, 11, 6, 13, 6, 9, 4, 5, 4, 3, 2, 1]",<class 'list'>,<class 'int'>,14
14457,"[10, 7, 12, 3, 11, 3, 12, 8, 10]",<class 'list'>,<class 'int'>,9
14458,"[13, 4, 12, 3, 0, 11, 4, 8, 14, 11, 13, 5]",<class 'list'>,<class 'int'>,12
14459,"[0, 11, 3, 2, 7, 6, 5, 9, 14, 7, 3, 11]",<class 'list'>,<class 'int'>,12
14460,"[4, 0, 6, 6, 13, 1, 0, 7, 11]",<class 'list'>,<class 'int'>,9
14461,"[8, 11, 6, 1, 9]",<class 'list'>,<class 'int'>,5
14462,"[9, 5, 10, 8, 5, 7, 7, 14, 0, 12]",<class 'list'>,<class 'int'>,10
14463,"[9, 0, 10, 4, 7, 12, 9, 6, 0]",<class 'list'>,<class 'int'>,9
14464,"[3, 6, 8, 10, 10]",<class 'list'>,<class 'int'>,5
14465,"[4, 8, 2, 12, 3, 3, 5, 10, 2, 1, 4, 1]",<class 'list'>,<class 'int'>,12
14466,"[3, 4, 9, 5, 4, 11, 9]",<class 'list'>,<class 'int'>,7
14467,"[6, 7, 1, 10, 6, 1, 8, 2, 10, 2, 4]",<class 'list'>,<class 'int'>,11
14468,"[7, 1, 0, 13, 9, 14, 3, 6, 14, 11, 5, 9, 6, 14]",<class 'list'>,<class 'int'>,14
14469,"[13, 13, 7, 12, 3, 9, 5]",<class 'list'>,<class 'int'>,7
14470,"[12, 12, 12, 4, 12, 5, 7, 0, 14, 4]",<class 'list'>,<class 'int'>,10
14471,"[3, 3, 2, 10, 4, 10, 7, 7, 4, 10]",<class 'list'>,<class 'int'>,10
14472,"[2, 13, 12, 13, 7, 11, 0, 1, 13, 1, 8, 4, 13, 4]",<class 'list'>,<class 'int'>,14
14473,"[7, 10, 10, 4, 7]",<class 'list'>,<class 'int'>,5
14474,"[0, 7, 11, 1, 0, 14, 12, 7]",<class 'list'>,<class 'int'>,8
14475,"[4, 2, 12, 10]",<class 'list'>,<class 'int'>,4
14476,"[10, 1, 8, 10, 3, 8, 0, 2, 3, 4, 14]",<class 'list'>,<class 'int'>,11
14477,"[4, 2, 3]",<class 'list'>,<class 'int'>,3
14478,"[7, 9, 5, 13, 9, 9, 11, 8, 6, 8]",<class 'list'>,<class 'int'>,10
14479,"[13, 14, 3, 13, 10, 13, 0, 8, 10, 14, 8]",<class 'list'>,<class 'int'>,11
14480,"[11, 13, 12, 6]",<class 'list'>,<class 'int'>,4
14481,"[14, 8, 14, 6]",<class 'list'>,<class 'int'>,4
14482,"[9, 11, 11, 10, 1, 7, 8, 13, 3]",<class 'list'>,<class 'int'>,9
14483,"[7, 4, 6, 7, 0, 14, 7, 1, 6, 11, 10, 12]",<class 'list'>,<class 'int'>,12
14484,"[10, 8, 12, 13, 6, 6, 4, 5, 11]",<class 'list'>,<class 'int'>,9
14485,"[14, 11, 9, 12, 7, 8, 2, 8, 5, 14, 9, 5]",<class 'list'>,<class 'int'>,12
14486,"[8, 6, 4, 7, 0, 14, 1, 3, 8, 11, 13, 12, 14]",<class 'list'>,<class 'int'>,13
14487,"[6, 9, 14, 12, 12, 9, 10, 2]",<class 'list'>,<class 'int'>,8
14488,"[12, 1, 9, 1, 0, 5, 5, 14, 6, 8, 2, 0]",<class 'list'>,<class 'int'>,12
14489,"[1, 10, 7, 1, 7, 12, 13, 0, 9, 12, 4, 7]",<class 'list'>,<class 'int'>,12
14490,"[8, 8, 9, 14, 14, 3, 0, 8, 14, 12, 9, 0, 5, 7]",<class 'list'>,<class 'int'>,14
14491,"[12, 2, 12, 12, 11, 0]",<class 'list'>,<class 'int'>,6
14492,"[7, 9, 8, 2, 8, 14]",<class 'list'>,<class 'int'>,6
14493,"[4, 13, 10]",<class 'list'>,<class 'int'>,3
14494,"[1, 2, 4, 3, 2, 9, 0, 10, 9, 14, 5]",<class 'list'>,<class 'int'>,11
14495,"[10, 3, 14, 10, 14]",<class 'list'>,<class 'int'>,5
14496,"[8, 1, 0, 13, 8, 9, 8, 8, 6, 13, 7, 5]",<class 'list'>,<class 'int'>,12
14497,"[9, 12, 11, 11]",<class 'list'>,<class 'int'>,4
14498,"[7, 4, 4, 13, 0, 9, 0, 4, 14]",<class 'list'>,<class 'int'>,9
14499,"[12, 1, 2, 1, 12, 2, 3, 9]",<class 'list'>,<class 'int'>,8
14500,"[3, 1, 5, 12]",<class 'list'>,<class 'int'>,4
14501,"[11, 8, 12, 1, 7]",<class 'list'>,<class 'int'>,5
14502,"[9, 7, 1, 14, 1, 0, 1, 2, 8, 0, 12, 3, 9]",<class 'list'>,<class 'int'>,13
14503,"[3, 2, 3, 7, 7, 10, 7, 5, 13, 11, 14, 13]",<class 'list'>,<class 'int'>,12
14504,"[11, 2, 1, 8, 2, 4, 6, 6, 11, 0, 3, 7]",<class 'list'>,<class 'int'>,12
14505,"[12, 6, 9, 2, 10, 5]",<class 'list'>,<class 'int'>,6
14506,"[14, 14, 3, 2, 7, 1]",<class 'list'>,<class 'int'>,6
14507,"[6, 2, 5]",<class 'list'>,<class 'int'>,3
14508,"[2, 14, 1, 8, 2, 8]",<class 'list'>,<class 'int'>,6
14509,"[14, 14, 5, 9, 14, 2, 2, 3, 0]",<class 'list'>,<class 'int'>,9
14510,"[10, 0, 0, 6, 1, 6, 0, 10, 11]",<class 'list'>,<class 'int'>,9
14511,"[1, 11, 2]",<class 'list'>,<class 'int'>,3
14512,"[10, 5, 5, 14, 9]",<class 'list'>,<class 'int'>,5
14513,"[14, 3, 9, 6, 10, 0, 10]",<class 'list'>,<class 'int'>,7
14514,"[6, 7, 12, 12]",<class 'list'>,<class 'int'>,4
14515,"[9, 10, 9]",<class 'list'>,<class 'int'>,3
14516,"[7, 10, 6]",<class 'list'>,<class 'int'>,3
14517,"[5, 5, 0, 2, 7, 0, 11, 9, 10]",<class 'list'>,<class 'int'>,9
14518,"[2, 14, 11, 11, 3, 2, 5, 10, 9]",<class 'list'>,<class 'int'>,9
14519,"[2, 6, 7, 12, 4, 8]",<class 'list'>,<class 'int'>,6
14520,"[8, 7, 11]",<class 'list'>,<class 'int'>,3
14521,"[9, 3, 13]",<class 'list'>,<class 'int'>,3
14522,"[8, 12, 7, 9, 8, 1, 14, 9, 4, 0, 14, 12]",<class 'list'>,<class 'int'>,12
14523,"[4, 2, 14, 1, 14, 9, 10, 11, 14, 5, 12, 7, 6]",<class 'list'>,<class 'int'>,13
14524,"[10, 1, 9, 11, 7, 3, 5, 2]",<class 'list'>,<class 'int'>,8
14525,"[2, 14, 7, 10, 14, 12, 3, 12, 3, 2, 5]",<class 'list'>,<class 'int'>,11
14526,"[14, 11, 13, 3, 5]",<class 'list'>,<class 'int'>,5
14527,"[9, 4, 4, 6, 8, 11, 4, 10, 0, 11, 12, 14, 3]",<class 'list'>,<class 'int'>,13
14528,"[11, 5, 6, 6, 3, 3, 10, 0]",<class 'list'>,<class 'int'>,8
14529,"[9, 9, 0, 11, 10, 8, 8, 8, 6, 14, 2, 1]",<class 'list'>,<class 'int'>,12
14530,"[14, 5, 1]",<class 'list'>,<class 'int'>,3
14531,"[0, 8, 9, 5, 4, 14, 5, 6, 13, 3, 9, 14, 11, 14]",<class 'list'>,<class 'int'>,14
14532,"[14, 5, 3, 14, 3, 5, 11, 14, 1, 0, 14]",<class 'list'>,<class 'int'>,11
14533,"[7, 14, 2, 9, 1, 2, 5, 12, 9, 9]",<class 'list'>,<class 'int'>,10
14534,"[11, 13, 10, 9, 14, 9, 1, 10, 12]",<class 'list'>,<class 'int'>,9
14535,"[9, 9, 8, 8, 0, 0, 7, 1, 3, 7]",<class 'list'>,<class 'int'>,10
14536,"[7, 1, 5, 0, 10, 3, 1]",<class 'list'>,<class 'int'>,7
14537,"[13, 10, 10, 4, 13, 9]",<class 'list'>,<class 'int'>,6
14538,"[0, 0, 8, 2, 7, 3, 11, 4]",<class 'list'>,<class 'int'>,8
14539,"[7, 8, 2, 7, 5, 10, 8, 11, 2, 14, 5, 7]",<class 'list'>,<class 'int'>,12
14540,"[5, 12, 5]",<class 'list'>,<class 'int'>,3
14541,"[8, 13, 7]",<class 'list'>,<class 'int'>,3
14542,"[13, 1, 0]",<class 'list'>,<class 'int'>,3
14543,"[1, 9, 1, 9, 14, 5, 12]",<class 'list'>,<class 'int'>,7
14544,"[11, 12, 14, 10, 13, 7, 3, 14, 14]",<class 'list'>,<class 'int'>,9
14545,"[6, 5, 14, 5, 14, 13, 4, 4]",<class 'list'>,<class 'int'>,8
14546,"[12, 7, 8, 4, 1, 7, 5, 12, 7]",<class 'list'>,<class 'int'>,9
14547,"[0, 7, 11, 11, 6]",<class 'list'>,<class 'int'>,5
14548,"[13, 5, 2, 7, 5, 5, 8, 1]",<class 'list'>,<class 'int'>,8
14549,"[8, 11, 14, 13, 8, 5]",<class 'list'>,<class 'int'>,6
14550,"[6, 13, 0, 1]",<class 'list'>,<class 'int'>,4
14551,"[6, 3, 6, 2, 14, 0, 10, 4, 5, 14, 4, 10, 7, 7]",<class 'list'>,<class 'int'>,14
14552,"[7, 4, 5, 10, 10, 4, 6, 14, 3, 1]",<class 'list'>,<class 'int'>,10
14553,"[13, 9, 8, 13, 2]",<class 'list'>,<class 'int'>,5
14554,"[2, 3, 13, 12]",<class 'list'>,<class 'int'>,4
14555,"[4, 13, 1, 5, 0, 4, 6, 0, 5, 12]",<class 'list'>,<class 'int'>,10
14556,"[8, 5, 10, 3]",<class 'list'>,<class 'int'>,4
14557,"[9, 7, 8, 3, 7]",<class 'list'>,<class 'int'>,5
14558,"[6, 10, 6, 7]",<class 'list'>,<class 'int'>,4
14559,"[3, 2, 9, 13, 7, 3]",<class 'list'>,<class 'int'>,6
14560,"[6, 0, 14, 6, 6, 14]",<class 'list'>,<class 'int'>,6
14561,"[14, 1, 13, 0, 9, 2, 3, 4, 5, 4, 3, 12, 11, 6]",<class 'list'>,<class 'int'>,14
14562,"[3, 7, 7, 6, 2, 3, 2, 0, 9, 12, 0, 5, 14]",<class 'list'>,<class 'int'>,13
14563,"[3, 3, 9, 2, 3]",<class 'list'>,<class 'int'>,5
14564,"[5, 7, 13, 0, 8, 2]",<class 'list'>,<class 'int'>,6
14565,"[4, 0, 2, 12, 7, 3, 14, 9, 13, 0, 8, 1]",<class 'list'>,<class 'int'>,12
14566,"[2, 8, 4, 13, 7, 13, 8]",<class 'list'>,<class 'int'>,7
14567,"[13, 3, 7, 0, 11, 4, 14, 9, 13, 8, 13, 13, 11, 1]",<class 'list'>,<class 'int'>,14
14568,"[14, 3, 11, 13, 5, 10]",<class 'list'>,<class 'int'>,6
14569,"[0, 3, 1, 12]",<class 'list'>,<class 'int'>,4
14570,"[2, 8, 4]",<class 'list'>,<class 'int'>,3
14571,"[12, 13, 3, 10, 12, 12, 13, 8, 7]",<class 'list'>,<class 'int'>,9
14572,"[1, 10, 5, 6, 9, 13, 8, 3, 4, 0, 11, 1]",<class 'list'>,<class 'int'>,12
14573,"[13, 11, 10, 3, 5, 5, 1, 8, 3]",<class 'list'>,<class 'int'>,9
14574,"[7, 13, 5, 2, 14, 10, 8, 3, 7, 2, 11, 10, 13]",<class 'list'>,<class 'int'>,13
14575,"[6, 1, 5]",<class 'list'>,<class 'int'>,3
14576,"[7, 9, 7]",<class 'list'>,<class 'int'>,3
14577,"[5, 4, 11]",<class 'list'>,<class 'int'>,3
14578,"[11, 6, 8, 5, 10, 8, 2, 6, 9, 6, 6, 3, 12, 4]",<class 'list'>,<class 'int'>,14
14579,"[11, 8, 9, 11, 11, 4, 13]",<class 'list'>,<class 'int'>,7
14580,"[14, 12, 9]",<class 'list'>,<class 'int'>,3
14581,"[8, 12, 6, 6]",<class 'list'>,<class 'int'>,4
14582,"[1, 5, 14, 7, 8, 5, 10, 10, 11, 3, 4]",<class 'list'>,<class 'int'>,11
14583,"[3, 12, 6, 9, 14, 5, 9, 14]",<class 'list'>,<class 'int'>,8
14584,"[6, 13, 8, 0, 12, 14]",<class 'list'>,<class 'int'>,6
14585,"[10, 14, 6, 0, 3, 6, 11, 12, 7, 11, 8]",<class 'list'>,<class 'int'>,11
14586,"[5, 6, 5, 3, 8, 14, 13, 4, 4]",<class 'list'>,<class 'int'>,9
14587,"[11, 12, 0, 7, 3, 0, 8, 6, 6]",<class 'list'>,<class 'int'>,9
14588,"[9, 7, 4, 12, 10, 13, 5, 13, 10, 8, 14, 14, 10, 13]",<class 'list'>,<class 'int'>,14
14589,"[7, 0, 1, 11, 11]",<class 'list'>,<class 'int'>,5
14590,"[1, 11, 4]",<class 'list'>,<class 'int'>,3
14591,"[3, 6, 1, 10, 13, 6, 11, 12, 12, 9, 7, 12, 1]",<class 'list'>,<class 'int'>,13
14592,"[8, 9, 12, 7, 11, 1, 7, 6, 11, 14, 12, 1, 14]",<class 'list'>,<class 'int'>,13
14593,"[1, 9, 11, 3, 10, 6, 14, 8]",<class 'list'>,<class 'int'>,8
14594,"[7, 0, 8, 14, 8, 12, 12, 13, 1, 0, 14, 4]",<class 'list'>,<class 'int'>,12
14595,"[7, 0, 2, 11]",<class 'list'>,<class 'int'>,4
14596,"[4, 14, 6, 12, 5, 1, 0, 2, 4, 5, 8, 14]",<class 'list'>,<class 'int'>,12
14597,"[1, 0, 1, 14, 2, 3, 5, 10, 13, 7, 14]",<class 'list'>,<class 'int'>,11
14598,"[2, 11, 14, 1, 4, 14, 7, 13, 8, 6, 3, 12]",<class 'list'>,<class 'int'>,12
14599,"[12, 7, 7, 9, 12]",<class 'list'>,<class 'int'>,5
14600,"[13, 2, 12, 11, 11, 13, 9, 2, 8, 3, 1, 4, 10]",<class 'list'>,<class 'int'>,13
14601,"[10, 5, 2, 3]",<class 'list'>,<class 'int'>,4
14602,"[4, 2, 14, 10, 9, 14, 3, 3, 3]",<class 'list'>,<class 'int'>,9
14603,"[14, 11, 10, 0, 9, 11, 4]",<class 'list'>,<class 'int'>,7
14604,"[7, 6, 7, 8, 1, 14, 3, 4]",<class 'list'>,<class 'int'>,8
14605,"[9, 3, 8]",<class 'list'>,<class 'int'>,3
14606,"[2, 6, 1, 7, 1, 5, 6, 5, 9, 5, 2, 7, 2]",<class 'list'>,<class 'int'>,13
14607,"[3, 11, 10, 4, 12, 4, 10]",<class 'list'>,<class 'int'>,7
14608,"[13, 1, 3, 9, 4, 0]",<class 'list'>,<class 'int'>,6
14609,"[11, 0, 10, 9, 7, 7, 0, 2, 7, 1]",<class 'list'>,<class 'int'>,10
14610,"[5, 5, 12, 11, 4, 14, 14]",<class 'list'>,<class 'int'>,7
14611,"[14, 14, 14, 8, 0, 11, 12, 2, 1, 2, 11, 2, 5]",<class 'list'>,<class 'int'>,13
14612,"[10, 0, 13, 0, 4, 4, 14, 2, 7, 13]",<class 'list'>,<class 'int'>,10
14613,"[14, 6, 7, 1, 14, 3, 11, 7]",<class 'list'>,<class 'int'>,8
14614,"[7, 13, 0, 5, 8, 11, 7, 9]",<class 'list'>,<class 'int'>,8
14615,"[2, 12, 6, 13, 13, 5, 13, 4, 10, 9]",<class 'list'>,<class 'int'>,10
14616,"[0, 14, 4, 5, 14, 9, 7, 13, 3, 4, 9, 10]",<class 'list'>,<class 'int'>,12
14617,"[12, 8, 1, 0, 4, 12, 10]",<class 'list'>,<class 'int'>,7
14618,"[13, 14, 6, 8, 11, 3, 14, 12, 1]",<class 'list'>,<class 'int'>,9
14619,"[5, 12, 4, 1, 6, 3, 11, 7, 4, 12]",<class 'list'>,<class 'int'>,10
14620,"[5, 13, 11, 7, 13]",<class 'list'>,<class 'int'>,5
14621,"[4, 0, 10, 6, 10, 6, 11]",<class 'list'>,<class 'int'>,7
14622,"[14, 9, 12, 4]",<class 'list'>,<class 'int'>,4
14623,"[6, 6, 7, 1, 5, 10, 11, 6, 10, 8, 0]",<class 'list'>,<class 'int'>,11
14624,"[14, 7, 5, 14, 2, 2, 12, 7, 8, 2, 0]",<class 'list'>,<class 'int'>,11
14625,"[0, 1, 8, 6, 14, 2, 13, 3, 12, 11, 4]",<class 'list'>,<class 'int'>,11
14626,"[8, 11, 9, 13, 1, 6]",<class 'list'>,<class 'int'>,6
14627,"[10, 2, 9, 13, 7, 11, 11, 5]",<class 'list'>,<class 'int'>,8
14628,"[12, 12, 4]",<class 'list'>,<class 'int'>,3
14629,"[9, 2, 5, 5, 12, 7, 0, 2, 7]",<class 'list'>,<class 'int'>,9
14630,"[12, 5, 5, 2, 3, 1, 12, 11]",<class 'list'>,<class 'int'>,8
14631,"[9, 13, 7, 0, 4, 5, 12, 6, 4, 9]",<class 'list'>,<class 'int'>,10
14632,"[4, 2, 12, 13, 8]",<class 'list'>,<class 'int'>,5
14633,"[6, 5, 12, 10, 7, 0, 6]",<class 'list'>,<class 'int'>,7
14634,"[11, 1, 9, 7, 9]",<class 'list'>,<class 'int'>,5
14635,"[14, 2, 1, 14, 3, 12, 9, 10, 11, 6, 14, 7, 11, 2]",<class 'list'>,<class 'int'>,14
14636,"[12, 14, 3, 12, 1, 13, 3]",<class 'list'>,<class 'int'>,7
14637,"[2, 3, 4, 13, 5, 1, 12, 14]",<class 'list'>,<class 'int'>,8
14638,"[11, 6, 12, 3, 13, 12, 2]",<class 'list'>,<class 'int'>,7
14639,"[3, 11, 1, 6, 9, 12, 11, 0, 2, 8, 7, 8, 14, 7]",<class 'list'>,<class 'int'>,14
14640,"[5, 5, 13, 11, 7]",<class 'list'>,<class 'int'>,5
14641,"[2, 1, 7, 8, 11, 12, 9, 9, 1]",<class 'list'>,<class 'int'>,9
14642,"[10, 7, 8, 7]",<class 'list'>,<class 'int'>,4
14643,"[13, 12, 11, 5, 12, 5, 2, 3, 10, 12, 10, 8, 8]",<class 'list'>,<class 'int'>,13
14644,"[0, 9, 5, 5, 6]",<class 'list'>,<class 'int'>,5
14645,"[3, 2, 6]",<class 'list'>,<class 'int'>,3
14646,"[0, 2, 3, 9, 3, 1, 14, 7, 11, 3, 7, 14]",<class 'list'>,<class 'int'>,12
14647,"[9, 14, 14, 12, 8]",<class 'list'>,<class 'int'>,5
14648,"[0, 1, 5, 6, 14, 6, 2]",<class 'list'>,<class 'int'>,7
14649,"[6, 2, 14, 10]",<class 'list'>,<class 'int'>,4
14650,"[12, 7, 7, 6, 9, 2, 14, 6, 14]",<class 'list'>,<class 'int'>,9
14651,"[1, 10, 4, 6, 2, 3, 14, 0, 10, 12]",<class 'list'>,<class 'int'>,10
14652,"[6, 11, 12, 7, 0, 11, 9, 10]",<class 'list'>,<class 'int'>,8
14653,"[9, 5, 0, 10, 5, 3, 8, 12, 2, 10, 2, 9, 8]",<class 'list'>,<class 'int'>,13
14654,"[12, 5, 2, 3, 14, 14]",<class 'list'>,<class 'int'>,6
14655,"[7, 14, 5, 12]",<class 'list'>,<class 'int'>,4
14656,"[7, 4, 14, 7, 11, 3, 5, 4]",<class 'list'>,<class 'int'>,8
14657,"[13, 7, 12, 11, 0, 14, 3, 3, 11, 5, 0, 14]",<class 'list'>,<class 'int'>,12
14658,"[10, 8, 10, 2, 6, 4, 5, 12, 3, 11, 4, 6]",<class 'list'>,<class 'int'>,12
14659,"[2, 0, 0, 6, 9, 14, 4, 12, 13, 13, 12, 5, 9, 3]",<class 'list'>,<class 'int'>,14
14660,"[7, 6, 10, 2, 10, 2, 2]",<class 'list'>,<class 'int'>,7
14661,"[9, 4, 11]",<class 'list'>,<class 'int'>,3
14662,"[9, 3, 11, 6, 2, 6, 13, 13, 4, 14]",<class 'list'>,<class 'int'>,10
14663,"[4, 1, 5, 1, 14, 7, 12, 3, 13, 5, 4, 5, 6, 12]",<class 'list'>,<class 'int'>,14
14664,"[9, 13, 10, 1, 3, 11, 2]",<class 'list'>,<class 'int'>,7
14665,"[7, 3, 0, 13, 8]",<class 'list'>,<class 'int'>,5
14666,"[9, 12, 4, 6, 6, 3, 8, 9, 7, 8, 13, 14, 12, 8]",<class 'list'>,<class 'int'>,14
14667,"[5, 13, 11, 12, 12, 7, 9, 5, 9, 12, 10, 9, 2, 7]",<class 'list'>,<class 'int'>,14
14668,"[12, 7, 3, 0, 1, 0, 3, 4, 1]",<class 'list'>,<class 'int'>,9
14669,"[3, 14, 12, 5, 5, 6, 9, 14, 5, 9, 4, 2, 7, 7]",<class 'list'>,<class 'int'>,14
14670,"[4, 6, 14, 8, 6, 5, 6, 12]",<class 'list'>,<class 'int'>,8
14671,"[9, 4, 6, 0]",<class 'list'>,<class 'int'>,4
14672,"[6, 6, 6, 2, 0, 1, 8, 10]",<class 'list'>,<class 'int'>,8
14673,"[9, 13, 3, 5, 8, 2, 8, 12, 13, 7, 3, 8, 4]",<class 'list'>,<class 'int'>,13
14674,"[12, 9, 8, 14, 6, 7, 9, 10]",<class 'list'>,<class 'int'>,8
14675,"[11, 11, 9, 0, 14, 6, 0, 11, 2, 5, 11, 2]",<class 'list'>,<class 'int'>,12
14676,"[5, 14, 7, 10, 6, 0, 10, 14, 12, 14]",<class 'list'>,<class 'int'>,10
14677,"[10, 5, 7, 5, 9, 4, 7, 5, 8, 0, 14, 1, 10]",<class 'list'>,<class 'int'>,13
14678,"[7, 14, 3, 0, 0, 12, 8, 3, 10, 7, 12]",<class 'list'>,<class 'int'>,11
14679,"[7, 3, 12, 9, 8, 12, 11, 5, 3]",<class 'list'>,<class 'int'>,9
14680,"[10, 7, 1, 7, 7]",<class 'list'>,<class 'int'>,5
14681,"[7, 12, 5, 10, 3, 8, 9, 10, 2, 14, 11, 9, 10]",<class 'list'>,<class 'int'>,13
14682,"[8, 9, 0, 1, 2, 10, 11, 8, 12, 1]",<class 'list'>,<class 'int'>,10
14683,"[1, 0, 5, 10, 1, 6, 12, 7, 11, 7, 9]",<class 'list'>,<class 'int'>,11
14684,"[10, 2, 1, 9, 11, 7, 6, 6, 6, 1, 0, 7, 11]",<class 'list'>,<class 'int'>,13
14685,"[10, 6, 7, 2, 3, 7, 13]",<class 'list'>,<class 'int'>,7
14686,"[11, 12, 0, 9, 13, 8, 13, 6, 2, 8, 1, 13]",<class 'list'>,<class 'int'>,12
14687,"[13, 4, 1]",<class 'list'>,<class 'int'>,3
14688,"[0, 10, 14, 6, 9, 14, 9, 4, 11, 2]",<class 'list'>,<class 'int'>,10
14689,"[10, 8, 12, 7, 2, 7, 6, 3, 4, 10, 7, 3]",<class 'list'>,<class 'int'>,12
14690,"[11, 14, 1, 13, 3, 7, 8, 2, 7, 0, 9, 7, 7]",<class 'list'>,<class 'int'>,13
14691,"[6, 11, 0]",<class 'list'>,<class 'int'>,3
14692,"[5, 12, 13, 0, 13, 2, 3, 0, 2, 11]",<class 'list'>,<class 'int'>,10
14693,"[2, 7, 10, 14, 1]",<class 'list'>,<class 'int'>,5
14694,"[8, 8, 8, 9, 6, 2, 11, 9, 6, 7, 14, 1]",<class 'list'>,<class 'int'>,12
14695,"[9, 11, 4, 3, 5, 2, 11, 2]",<class 'list'>,<class 'int'>,8
14696,"[8, 8, 12, 14, 14, 0, 0]",<class 'list'>,<class 'int'>,7
14697,"[5, 0, 14, 2, 3, 14, 10, 4, 6, 6, 7, 14, 11]",<class 'list'>,<class 'int'>,13
14698,"[12, 11, 0, 9, 6, 2, 3, 12, 7, 12, 12, 0, 4, 0]",<class 'list'>,<class 'int'>,14
14699,"[7, 8, 6, 10, 3, 14, 9]",<class 'list'>,<class 'int'>,7
14700,"[4, 1, 4, 13, 9, 12, 4, 4, 9, 7, 0, 13]",<class 'list'>,<class 'int'>,12
14701,"[0, 8, 14, 6]",<class 'list'>,<class 'int'>,4
14702,"[9, 12, 5, 14, 8, 9, 11, 9, 11, 9, 3, 1]",<class 'list'>,<class 'int'>,12
14703,"[14, 1, 8, 5]",<class 'list'>,<class 'int'>,4
14704,"[8, 3, 12, 13]",<class 'list'>,<class 'int'>,4
14705,"[11, 4, 6, 9]",<class 'list'>,<class 'int'>,4
14706,"[0, 14, 8, 12]",<class 'list'>,<class 'int'>,4
14707,"[4, 8, 11, 4, 12, 14, 1, 4, 6, 7]",<class 'list'>,<class 'int'>,10
14708,"[7, 0, 0, 3, 8, 3]",<class 'list'>,<class 'int'>,6
14709,"[3, 1, 0]",<class 'list'>,<class 'int'>,3
14710,"[11, 4, 12, 12, 1, 5, 4, 7, 0]",<class 'list'>,<class 'int'>,9
14711,"[9, 7, 3, 2, 7, 0, 4, 0, 10, 1, 13, 3]",<class 'list'>,<class 'int'>,12
14712,"[10, 9, 5, 7, 8, 7, 14, 6, 7, 11, 12]",<class 'list'>,<class 'int'>,11
14713,"[10, 7, 0, 14, 9, 11, 1, 4, 3, 11]",<class 'list'>,<class 'int'>,10
14714,"[4, 0, 8, 0, 10, 9, 9, 1, 3]",<class 'list'>,<class 'int'>,9
14715,"[3, 6, 7, 7, 4, 11, 3, 13, 2, 13, 8, 9]",<class 'list'>,<class 'int'>,12
